test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
2135,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setColumnRenderingOrder_0_basic.dot,2,2,Constant,2.,2.
2136,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setCrosshairDatasetIndex_0_basic.dot,2,2,Constant,2.,2.
2137,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDataset_0_basic.dot,3,4,Constant,4.,4.
2138,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDatasetRenderingOrder_0_basic.dot,2,2,Constant,2.,2.
2139,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainAxes_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2140,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainAxis_0_basic.dot,5,16,Constant,16.,16.
2141,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainAxisLocation_0_basic.dot,4,5,Constant,5.,5.
2142,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainCrosshairColumnKey_0_basic.dot,2,2,Constant,2.,2.
2143,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainCrosshairPaint_0_basic.dot,2,2,Constant,2.,2.
2144,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainCrosshairRowKey_0_basic.dot,2,2,Constant,2.,2.
2145,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainCrosshairStroke_0_basic.dot,2,2,Constant,2.,2.
2146,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainCrosshairVisible_0_basic.dot,2,2,Constant,2.,2.
2147,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainGridlinePaint_0_basic.dot,2,2,Constant,2.,2.
2148,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainGridlinePosition_0_basic.dot,2,2,Constant,2.,2.
2149,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainGridlineStroke_0_basic.dot,2,2,Constant,2.,2.
2150,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDomainGridlinesVisible_0_basic.dot,2,2,Constant,2.,2.
2151,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setDrawSharedDomainAxis_0_basic.dot,1,1,Constant,1.,1.
2152,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setFixedDomainAxisSpace_0_basic.dot,2,2,Constant,2.,2.
2153,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setFixedLegendItems_0_basic.dot,1,1,Constant,1.,1.
2154,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setFixedRangeAxisSpace_0_basic.dot,2,2,Constant,2.,2.
2155,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setOrientation_0_basic.dot,2,2,Constant,2.,2.
2156,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeAxes_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2157,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeAxis_0_basic.dot,5,16,Constant,16.,16.
2158,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeAxisLocation_0_basic.dot,4,5,Constant,5.,5.
2159,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeCrosshairLockedOnData_0_basic.dot,2,2,Constant,2.,2.
2160,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeCrosshairPaint_0_basic.dot,2,2,Constant,2.,2.
2161,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeCrosshairStroke_0_basic.dot,2,2,Constant,2.,2.
2162,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeCrosshairValue_0_basic.dot,3,3,Constant,3.,3.
2163,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeCrosshairVisible_0_basic.dot,2,2,Constant,2.,2.
2164,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeGridlinePaint_0_basic.dot,2,2,Constant,2.,2.
2165,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeGridlineStroke_0_basic.dot,2,2,Constant,2.,2.
2166,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeGridlinesVisible_0_basic.dot,2,2,Constant,2.,2.
2167,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeMinorGridlinePaint_0_basic.dot,2,2,Constant,2.,2.
2168,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeMinorGridlineStroke_0_basic.dot,2,2,Constant,2.,2.
2169,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeMinorGridlinesVisible_0_basic.dot,2,2,Constant,2.,2.
2170,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangePannable_0_basic.dot,1,1,Constant,1.,1.
2171,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeZeroBaselinePaint_0_basic.dot,2,2,Constant,2.,2.
2172,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeZeroBaselineStroke_0_basic.dot,2,2,Constant,2.,2.
2173,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRangeZeroBaselineVisible_0_basic.dot,1,1,Constant,1.,1.
2174,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRenderer_0_basic.dot,4,8,Constant,8.,8.
2175,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRenderers_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2176,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setRowRenderingOrder_0_basic.dot,2,2,Constant,2.,2.
2177,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setShadowGenerator_0_basic.dot,1,1,Constant,1.,1.
2178,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_setWeight_0_basic.dot,1,1,Constant,1.,1.
2179,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_writeObject_0_basic.dot,1,1,Constant,1.,1.
2180,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_zoom_0_basic.dot,2,2,Constant,2.,2.
2181,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_zoomDomainAxes_0_basic.dot,1,1,Constant,1.,1.
2182,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CategoryPlot_zoomRangeAxes_0_basic.dot,3,3,Exponential,2.92*1.22^n,1. + 0.02*0.72^n + 0.45*1.06^n + 2.92*1.22^n
2183,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_add_0_basic.dot,4,4,Constant,4.,4.
2184,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_calculateAxisSpace_0_basic.dot,12,144,Exponential,1422.89*1.29^n,99.11 + 38.550000000000004*1.22^n + 1422.89*1.29^n + 4.67*n
2185,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_clone_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2186,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_draw_0_basic.dot,8,56,Exponential,69.57000000000001*1.4000000000000001^n,1.6 + 0.03*0.8300000000000001^n + 7.5200000000000005*1.22^n + 69.57000000000001*1.4000000000000001^n
2187,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_equals_0_basic.dot,5,5,Constant,5.,5.
2188,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_findSubplot_0_basic.dot,4,4,Constant,4.,4.
2189,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_getCategories_0_basic.dot,5,5,Exponential,1.95*1.35^n,1.6 + 0.56*1.22^n + 1.95*1.35^n
2190,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_getCategoriesForAxis_0_basic.dot,1,1,Constant,1.,1.
2191,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_getDataRange_0_basic.dot,1,1,Constant,1.,1.
2192,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_getGap_0_basic.dot,1,1,Constant,1.,1.
2193,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_getLegendItems_0_basic.dot,4,4,Polynomial,0.5*n,3. + 0.5*n
2194,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_getSubplots_0_basic.dot,2,2,Constant,2.,2.
2195,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_handleClick_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2196,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_<init>_0_basic.dot,1,1,Constant,1.,1.
2197,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_plotChanged_0_basic.dot,1,1,Constant,1.,1.
2198,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_remove_0_basic.dot,7,13,Exponential,23.650000000000002*1.17^n,5. + 0.03*0.84^n + 0.47000000000000003*1.1^n + 23.650000000000002*1.17^n
2199,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_setFixedRangeAxisSpaceForSubplots_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2200,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_setGap_0_basic.dot,1,1,Constant,1.,1.
2201,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_setOrientation_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2202,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainCategoryPlot_zoomRangeAxes_0_basic.dot,3,3,Polynomial,0.5*n,3. + 0.5*n
2203,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_add_0_basic.dot,4,4,Constant,4.,4.
2204,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_calculateAxisSpace_0_basic.dot,11,120,Exponential,779.6700000000001*1.29^n,75.06 + 18.61*1.22^n + 779.6700000000001*1.29^n + 3.83*n
2205,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_clone_0_basic.dot,3,4,Polynomial,1.*n,3. + 1.*n
2206,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_draw_0_basic.dot,6,24,Exponential,31.93*1.22^n,8. + 0.9400000000000001*1.06^n + 31.93*1.22^n
2207,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_equals_0_basic.dot,5,5,Constant,5.,5.
2208,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_findSubplot_0_basic.dot,4,4,Constant,4.,4.
2209,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_getDataRange_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2210,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_getGap_0_basic.dot,1,1,Constant,1.,1.
2211,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_getLegendItems_0_basic.dot,4,4,Polynomial,0.5*n,3. + 0.5*n
2212,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_getPlotType_0_basic.dot,1,1,Constant,1.,1.
2213,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_getSubplots_0_basic.dot,2,2,Constant,2.,2.
2214,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_handleClick_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2215,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_<init>_0_basic.dot,1,1,Constant,1.,1.
2216,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_plotChanged_0_basic.dot,1,1,Constant,1.,1.
2217,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_remove_0_basic.dot,7,13,Exponential,23.650000000000002*1.17^n,5. + 0.03*0.84^n + 0.47000000000000003*1.1^n + 23.650000000000002*1.17^n
2218,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_setFixedRangeAxisSpace_0_basic.dot,1,1,Constant,1.,1.
2219,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_setFixedRangeAxisSpaceForSubplots_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2220,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_setGap_0_basic.dot,1,1,Constant,1.,1.
2221,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_setOrientation_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2222,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_setRenderer_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2223,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedDomainXYPlot_zoomRangeAxes_0_basic.dot,3,3,Polynomial,0.5*n,3. + 0.5*n
2224,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_add_0_basic.dot,4,4,Constant,4.,4.
2225,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_calculateAxisSpace_0_basic.dot,11,120,Exponential,779.6700000000001*1.29^n,75.06 + 18.61*1.22^n + 779.6700000000001*1.29^n + 3.83*n
2226,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_clone_0_basic.dot,3,4,Polynomial,1.*n,3. + 1.*n
2227,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_draw_0_basic.dot,8,56,Exponential,69.57000000000001*1.4000000000000001^n,1.6 + 0.03*0.8300000000000001^n + 7.5200000000000005*1.22^n + 69.57000000000001*1.4000000000000001^n
2228,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_equals_0_basic.dot,5,5,Constant,5.,5.
2229,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_getDataRange_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2230,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_getGap_0_basic.dot,1,1,Constant,1.,1.
2231,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_getLegendItems_0_basic.dot,4,4,Polynomial,0.5*n,3. + 0.5*n
2232,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_getSubplots_0_basic.dot,2,2,Constant,2.,2.
2233,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_handleClick_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2234,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_<init>_0_basic.dot,1,1,Constant,1.,1.
2235,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_plotChanged_0_basic.dot,1,1,Constant,1.,1.
2236,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_readObject_0_basic.dot,2,2,Constant,2.,2.
2237,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_remove_0_basic.dot,8,21,Exponential,43.2*1.17^n,9. + 0.02*0.84^n + 3.3000000000000003*1.1^n + 43.2*1.17^n
2238,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_setFixedDomainAxisSpaceForSubplots_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2239,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_setGap_0_basic.dot,1,1,Constant,1.,1.
2240,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeCategoryPlot_setOrientation_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2241,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_add_0_basic.dot,2,2,Constant,2.,2.
2242,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_calculateAxisSpace_0_basic.dot,11,120,Exponential,779.6700000000001*1.29^n,75.06 + 18.61*1.22^n + 779.6700000000001*1.29^n + 3.83*n
2243,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_clone_0_basic.dot,3,4,Polynomial,1.*n,3. + 1.*n
2244,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_draw_0_basic.dot,6,24,Exponential,31.93*1.22^n,8. + 0.9400000000000001*1.06^n + 31.93*1.22^n
2245,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_equals_0_basic.dot,5,5,Constant,5.,5.
2246,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_findSubplot_0_basic.dot,4,4,Constant,4.,4.
2247,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_getDataRange_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2248,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_getGap_0_basic.dot,1,1,Constant,1.,1.
2249,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_getLegendItems_0_basic.dot,4,4,Polynomial,0.5*n,3. + 0.5*n
2250,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_getPlotType_0_basic.dot,1,1,Constant,1.,1.
2251,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_getSubplots_0_basic.dot,2,2,Constant,2.,2.
2252,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_handleClick_0_basic.dot,3,3,Polynomial,0.5*n,2. + 0.5*n
2253,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_<init>_0_basic.dot,1,1,Constant,1.,1.
2254,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_plotChanged_0_basic.dot,1,1,Constant,1.,1.
2255,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_remove_0_basic.dot,6,9,Exponential,13.64*1.17^n,3. + 0.01*0.84^n + 1.35*1.1^n + 13.64*1.17^n
2256,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_setFixedDomainAxisSpaceForSubplots_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2257,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_setGap_0_basic.dot,1,1,Constant,1.,1.
2258,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_setOrientation_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2259,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_setRenderer_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
2260,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CombinedRangeXYPlot_zoomDomainAxes_0_basic.dot,3,3,Polynomial,0.5*n,3. + 0.5*n
2261,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_addDataset_0_basic.dot,5,9,Polynomial,0.25*n^2.,7. + 2.5*n + 0.25*n^2.
2262,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_<clinit>_0_basic.dot,1,1,Constant,1.,1.
2263,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_clone_0_basic.dot,8,96,Exponential,157.49*1.22^n,32. + 1.53*1.06^n + 157.49*1.22^n
2264,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_draw_0_basic.dot,11,512,Exponential,2809.2000000000003*1.32^n,1171.41 + 2809.2000000000003*1.32^n + 176.58*n + 9.25*n^2. + 0.17*n^3.
2265,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_equals_0_basic.dot,13,13,Constant,13.,13.
2266,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getCompassFont_0_basic.dot,2,2,Constant,2.,2.
2267,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getDatasets_0_basic.dot,1,1,Constant,1.,1.
2268,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/chart/org_jfree_chart_plot_CompassPlot_getDrawBorder_0_basic.dot,1,1,Constant,1.,1.
